,entry_time,exit_time,ce_price,pe_price,ce_hit_time,pe_hit_time,sl,utsl,ce_pnl,pe_pnl,total_pnl
trade_1115,2024-04-02 09:20:00,2024-04-02 15:25:00,37.25,208.05,2024-04-02 09:31:00,,20,50,-7.450000000000003,-32.05000000000001,-39.500000000000014
trade_1116,2024-04-02 09:20:00,2024-04-02 15:25:00,37.25,208.05,2024-04-02 09:32:00,,40,30,-14.899999999999999,-32.05000000000001,-46.95000000000001
trade_1117,2024-04-02 09:20:00,2024-04-02 15:25:00,37.25,208.05,2024-04-02 09:32:00,,40,40,-14.899999999999999,-32.05000000000001,-46.95000000000001
trade_1118,2024-04-02 09:20:00,2024-04-02 15:25:00,37.25,208.05,2024-04-02 09:32:00,,40,50,-14.899999999999999,-32.05000000000001,-46.95000000000001
trade_1119,2024-04-02 09:20:00,2024-04-02 15:25:00,37.25,208.05,2024-04-02 09:32:00,,40,30,-14.899999999999999,-32.05000000000001,-46.95000000000001
trade_1120,2024-04-02 09:20:00,2024-04-02 15:25:00,37.25,208.05,2024-04-02 09:32:00,,40,40,-14.899999999999999,-32.05000000000001,-46.95000000000001
trade_1121,2024-04-02 09:20:00,2024-04-02 15:25:00,37.25,208.05,2024-04-02 09:32:00,,40,50,-14.899999999999999,-32.05000000000001,-46.95000000000001
trade_1122,2024-04-02 09:40:00,2024-04-02 15:25:00,50.3,178.0,,2024-04-02 10:12:00,20,30,-17.9,-35.599999999999994,-53.49999999999999
trade_1123,2024-04-02 09:40:00,2024-04-02 15:25:00,50.3,178.0,,2024-04-02 10:12:00,20,40,-17.9,-35.599999999999994,-53.49999999999999
trade_1124,2024-04-02 09:40:00,2024-04-02 15:25:00,50.3,178.0,,2024-04-02 10:12:00,20,50,-17.9,-35.599999999999994,-53.49999999999999
trade_1125,2024-04-02 09:40:00,2024-04-02 15:25:00,50.3,178.0,,,40,30,-17.9,-2.0,-19.9
trade_1126,2024-04-02 09:40:00,2024-04-02 15:25:00,50.3,178.0,,,40,40,-17.9,-2.0,-19.9
trade_1127,2024-04-02 09:40:00,2024-04-02 15:25:00,50.3,178.0,,,40,50,-17.9,-2.0,-19.9
trade_1128,2024-04-02 09:40:00,2024-04-02 15:25:00,50.3,178.0,,,40,30,-17.9,-2.0,-19.9
trade_1129,2024-04-02 09:40:00,2024-04-02 15:25:00,50.3,178.0,,,40,40,-17.9,-2.0,-19.9
trade_1130,2024-04-02 09:40:00,2024-04-02 15:25:00,50.3,178.0,,,40,50,-17.9,-2.0,-19.9
trade_1131,2024-04-03 09:20:00,2024-04-03 15:25:00,25.4,180.75,2024-04-03 10:02:00,,20,30,-5.079999999999998,-79.05,-84.13
trade_1132,2024-04-03 09:20:00,2024-04-03 15:25:00,25.4,180.75,2024-04-03 10:02:00,,20,40,-5.079999999999998,-79.05,-84.13
trade_1133,2024-04-03 09:20:00,2024-04-03 15:25:00,25.4,180.75,2024-04-03 10:02:00,,20,50,-5.079999999999998,-79.05,-84.13
trade_1134,2024-04-03 09:20:00,2024-04-03 15:25:00,25.4,180.75,2024-04-03 10:03:00,,40,30,-10.160000000000004,-79.05,-89.21000000000001
trade_1135,2024-04-03 09:20:00,2024-04-03 15:25:00,25.4,180.75,2024-04-03 10:03:00,,40,40,-10.160000000000004,-79.05,-89.21000000000001
trade_1136,2024-04-03 09:20:00,2024-04-03 15:25:00,25.4,180.75,2024-04-03 10:03:00,,40,50,-10.160000000000004,-79.05,-89.21000000000001
trade_1137,2024-04-03 09:20:00,2024-04-03 15:25:00,25.4,180.75,2024-04-03 10:03:00,,40,30,-10.160000000000004,-79.05,-89.21000000000001
trade_1138,2024-04-03 09:20:00,2024-04-03 15:25:00,25.4,180.75,2024-04-03 10:03:00,,40,40,-10.160000000000004,-79.05,-89.21000000000001
trade_1139,2024-04-03 09:20:00,2024-04-03 15:25:00,25.4,180.75,2024-04-03 10:03:00,,40,50,-10.160000000000004,-79.05,-89.21000000000001
trade_1140,2024-04-03 09:40:00,2024-04-03 15:25:00,25.0,179.25,2024-04-03 10:02:00,,20,30,-5.0,-77.55,-82.55
trade_1141,2024-04-03 09:40:00,2024-04-03 15:25:00,25.0,179.25,2024-04-03 10:02:00,,20,40,-5.0,-77.55,-82.55
trade_1142,2024-04-03 09:40:00,2024-04-03 15:25:00,25.0,179.25,2024-04-03 10:02:00,,20,50,-5.0,-77.55,-82.55
trade_1143,2024-04-03 09:40:00,2024-04-03 15:25:00,25.0,179.25,2024-04-03 10:03:00,,40,30,-10.0,-77.55,-87.55
trade_1144,2024-04-03 09:40:00,2024-04-03 15:25:00,25.0,179.25,2024-04-03 10:03:00,,40,40,-10.0,-77.55,-87.55
trade_1145,2024-04-03 09:40:00,2024-04-03 15:25:00,25.0,179.25,2024-04-03 10:03:00,,40,50,-10.0,-77.55,-87.55
trade_1146,2024-04-03 09:40:00,2024-04-03 15:25:00,25.0,179.25,2024-04-03 10:03:00,,40,30,-10.0,-77.55,-87.55
trade_1147,2024-04-03 09:40:00,2024-04-03 15:25:00,25.0,179.25,2024-04-03 10:03:00,,40,40,-10.0,-77.55,-87.55
trade_1148,2024-04-03 09:40:00,2024-04-03 15:25:00,25.0,179.25,2024-04-03 10:03:00,,40,50,-10.0,-77.55,-87.55
trade_1149,2024-04-04 09:20:00,2024-04-04 15:25:00,30.55,77.1,,2024-04-04 09:21:00,20,30,-30.5,-15.420000000000002,-45.92
trade_1150,2024-04-04 09:20:00,2024-04-04 15:25:00,30.55,77.1,,2024-04-04 09:21:00,20,40,-30.5,-15.420000000000002,-45.92
trade_1151,2024-04-04 09:20:00,2024-04-04 15:25:00,30.55,77.1,,2024-04-04 09:21:00,20,50,-30.5,-15.420000000000002,-45.92
trade_1152,2024-04-04 09:20:00,2024-04-04 15:25:00,30.55,77.1,,2024-04-04 09:21:00,40,30,-30.5,-30.840000000000003,-61.34
trade_1153,2024-04-04 09:20:00,2024-04-04 15:25:00,30.55,77.1,,2024-04-04 09:21:00,40,40,-30.5,-30.840000000000003,-61.34
trade_1154,2024-04-04 09:20:00,2024-04-04 15:25:00,30.55,77.1,,2024-04-04 09:21:00,40,50,-30.5,-30.840000000000003,-61.34
trade_1155,2024-04-04 09:20:00,2024-04-04 15:25:00,30.55,77.1,,2024-04-04 09:21:00,40,30,-30.5,-30.840000000000003,-61.34
trade_1156,2024-04-04 09:20:00,2024-04-04 15:25:00,30.55,77.1,,2024-04-04 09:21:00,40,40,-30.5,-30.840000000000003,-61.34
trade_1157,2024-04-04 09:20:00,2024-04-04 15:25:00,30.55,77.1,,2024-04-04 09:21:00,40,50,-30.5,-30.840000000000003,-61.34
trade_1158,2024-04-04 09:40:00,2024-04-04 15:25:00,15.35,148.4,2024-04-04 13:27:00,2024-04-04 09:44:00,20,30,7.35,-29.680000000000007,-22.330000000000005
trade_1159,2024-04-04 09:40:00,2024-04-04 15:25:00,15.35,148.4,2024-04-04 13:27:00,2024-04-04 09:44:00,20,40,7.35,-29.680000000000007,-22.330000000000005
trade_1160,2024-04-04 09:40:00,2024-04-04 15:25:00,15.35,148.4,2024-04-04 13:27:00,2024-04-04 09:44:00,20,50,7.35,-29.680000000000007,-22.330000000000005
trade_1161,2024-04-04 09:40:00,2024-04-04 15:25:00,15.35,148.4,2024-04-04 13:27:00,2024-04-04 09:53:00,40,30,7.35,-59.359999999999985,-52.009999999999984
trade_1162,2024-04-04 09:40:00,2024-04-04 15:25:00,15.35,148.4,2024-04-04 13:27:00,2024-04-04 09:53:00,40,40,7.35,-59.359999999999985,-52.009999999999984
trade_1163,2024-04-04 09:40:00,2024-04-04 15:25:00,15.35,148.4,2024-04-04 13:27:00,2024-04-04 09:53:00,40,50,7.35,-59.359999999999985,-52.009999999999984
trade_1164,2024-04-04 09:40:00,2024-04-04 15:25:00,15.35,148.4,2024-04-04 13:27:00,2024-04-04 09:53:00,40,30,7.35,-59.359999999999985,-52.009999999999984
trade_1165,2024-04-04 09:40:00,2024-04-04 15:25:00,15.35,148.4,2024-04-04 13:27:00,2024-04-04 09:53:00,40,40,7.35,-59.359999999999985,-52.009999999999984
trade_1166,2024-04-04 09:40:00,2024-04-04 15:25:00,15.35,148.4,2024-04-04 13:27:00,2024-04-04 09:53:00,40,50,7.35,-59.359999999999985,-52.009999999999984
trade_1167,2024-04-05 09:20:00,2024-04-05 15:25:00,107.45,160.6,2024-04-05 09:25:00,,20,30,-21.489999999999995,-65.89999999999999,-87.38999999999999
trade_1168,2024-04-05 09:20:00,2024-04-05 15:25:00,107.45,160.6,2024-04-05 09:25:00,,20,40,-21.489999999999995,-65.89999999999999,-87.38999999999999
trade_1169,2024-04-05 09:20:00,2024-04-05 15:25:00,107.45,160.6,2024-04-05 09:25:00,,20,50,-21.489999999999995,-65.89999999999999,-87.38999999999999
trade_1170,2024-04-05 09:20:00,2024-04-05 15:25:00,107.45,160.6,,,40,30,33.35000000000001,-65.89999999999999,-32.54999999999998
trade_1171,2024-04-05 09:20:00,2024-04-05 15:25:00,107.45,160.6,,,40,40,33.35000000000001,-65.89999999999999,-32.54999999999998
trade_1172,2024-04-05 09:20:00,2024-04-05 15:25:00,107.45,160.6,,,40,50,33.35000000000001,-65.89999999999999,-32.54999999999998
trade_1173,2024-04-05 09:20:00,2024-04-05 15:25:00,107.45,160.6,,,40,30,33.35000000000001,-65.89999999999999,-32.54999999999998
trade_1174,2024-04-05 09:20:00,2024-04-05 15:25:00,107.45,160.6,,,40,40,33.35000000000001,-65.89999999999999,-32.54999999999998
trade_1175,2024-04-05 09:20:00,2024-04-05 15:25:00,107.45,160.6,,,40,50,33.35000000000001,-65.89999999999999,-32.54999999999998
trade_1176,2024-04-05 09:40:00,2024-04-05 15:25:00,121.6,147.6,2024-04-05 15:24:00,,20,30,-24.319999999999993,-52.89999999999999,-77.21999999999998
trade_1177,2024-04-05 09:40:00,2024-04-05 15:25:00,121.6,147.6,2024-04-05 15:24:00,,20,40,-24.319999999999993,-52.89999999999999,-77.21999999999998
trade_1178,2024-04-05 09:40:00,2024-04-05 15:25:00,121.6,147.6,2024-04-05 15:24:00,,20,50,-24.319999999999993,-52.89999999999999,-77.21999999999998
trade_1179,2024-04-05 09:40:00,2024-04-05 15:25:00,121.6,147.6,,,40,30,19.200000000000017,-52.89999999999999,-33.699999999999974
trade_1180,2024-04-05 09:40:00,2024-04-05 15:25:00,121.6,147.6,,,40,40,19.200000000000017,-52.89999999999999,-33.699999999999974
trade_1181,2024-04-05 09:40:00,2024-04-05 15:25:00,121.6,147.6,,,40,50,19.200000000000017,-52.89999999999999,-33.699999999999974
trade_1182,2024-04-05 09:40:00,2024-04-05 15:25:00,121.6,147.6,,,40,30,19.200000000000017,-52.89999999999999,-33.699999999999974
trade_1183,2024-04-05 09:40:00,2024-04-05 15:25:00,121.6,147.6,,,40,40,19.200000000000017,-52.89999999999999,-33.699999999999974
trade_1184,2024-04-05 09:40:00,2024-04-05 15:25:00,121.6,147.6,,,40,50,19.200000000000017,-52.89999999999999,-33.699999999999974
trade_1185,2024-04-08 09:20:00,2024-04-08 15:25:00,87.5,123.6,2024-04-08 09:25:00,,20,30,-17.5,-63.74999999999999,-81.25
trade_1186,2024-04-08 09:20:00,2024-04-08 15:25:00,87.5,123.6,2024-04-08 09:25:00,,20,40,-17.5,-63.74999999999999,-81.25
trade_1187,2024-04-08 09:20:00,2024-04-08 15:25:00,87.5,123.6,2024-04-08 09:25:00,,20,50,-17.5,-63.74999999999999,-81.25
trade_1188,2024-04-08 09:20:00,2024-04-08 15:25:00,87.5,123.6,2024-04-08 09:38:00,,40,30,-35.0,-63.74999999999999,-98.75
trade_1189,2024-04-08 09:20:00,2024-04-08 15:25:00,87.5,123.6,2024-04-08 09:38:00,,40,40,-35.0,-63.74999999999999,-98.75
trade_1190,2024-04-08 09:20:00,2024-04-08 15:25:00,87.5,123.6,2024-04-08 09:38:00,,40,50,-35.0,-63.74999999999999,-98.75
trade_1191,2024-04-08 09:20:00,2024-04-08 15:25:00,87.5,123.6,2024-04-08 09:38:00,,40,30,-35.0,-63.74999999999999,-98.75
trade_1192,2024-04-08 09:20:00,2024-04-08 15:25:00,87.5,123.6,2024-04-08 09:38:00,,40,40,-35.0,-63.74999999999999,-98.75
trade_1193,2024-04-08 09:20:00,2024-04-08 15:25:00,87.5,123.6,2024-04-08 09:38:00,,40,50,-35.0,-63.74999999999999,-98.75
trade_1194,2024-04-08 09:40:00,2024-04-08 15:25:00,70.25,140.25,2024-04-08 12:59:00,,20,30,-14.049999999999997,-42.45,-56.5
trade_1195,2024-04-08 09:40:00,2024-04-08 15:25:00,70.25,140.25,2024-04-08 12:59:00,,20,40,-14.049999999999997,-42.45,-56.5
trade_1196,2024-04-08 09:40:00,2024-04-08 15:25:00,70.25,140.25,2024-04-08 12:59:00,,20,50,-14.049999999999997,-42.45,-56.5
trade_1197,2024-04-08 09:40:00,2024-04-08 15:25:00,70.25,140.25,2024-04-08 13:22:00,,40,30,-28.099999999999994,-42.45,-70.55
trade_1198,2024-04-08 09:40:00,2024-04-08 15:25:00,70.25,140.25,2024-04-08 13:22:00,,40,40,-28.099999999999994,-42.45,-70.55
trade_1199,2024-04-08 09:40:00,2024-04-08 15:25:00,70.25,140.25,2024-04-08 13:22:00,,40,50,-28.099999999999994,-42.45,-70.55
trade_1200,2024-04-08 09:40:00,2024-04-08 15:25:00,70.25,140.25,2024-04-08 13:22:00,,40,30,-28.099999999999994,-42.45,-70.55
trade_1201,2024-04-08 09:40:00,2024-04-08 15:25:00,70.25,140.25,2024-04-08 13:22:00,,40,40,-28.099999999999994,-42.45,-70.55
trade_1202,2024-04-08 09:40:00,2024-04-08 15:25:00,70.25,140.25,2024-04-08 13:22:00,,40,50,-28.099999999999994,-42.45,-70.55
trade_1203,2024-04-09 09:20:00,2024-04-09 15:25:00,40.1,127.5,2024-04-09 09:45:00,2024-04-09 13:45:00,20,30,-8.020000000000003,35.55000000000001,27.53000000000001
trade_1204,2024-04-09 09:20:00,2024-04-09 15:25:00,40.1,127.5,2024-04-09 09:45:00,2024-04-09 13:45:00,20,40,-8.020000000000003,41.19999999999999,33.179999999999986
trade_1205,2024-04-09 09:20:00,2024-04-09 15:25:00,40.1,127.5,2024-04-09 09:45:00,2024-04-09 13:45:00,20,50,-8.020000000000003,20.900000000000006,12.880000000000003
trade_1206,2024-04-09 09:20:00,2024-04-09 15:25:00,40.1,127.5,2024-04-09 09:52:00,2024-04-09 14:15:00,40,30,-16.04,35.55000000000001,19.510000000000012
trade_1207,2024-04-09 09:20:00,2024-04-09 15:25:00,40.1,127.5,2024-04-09 09:52:00,2024-04-09 14:15:00,40,40,-16.04,41.19999999999999,25.15999999999999
trade_1208,2024-04-09 09:20:00,2024-04-09 15:25:00,40.1,127.5,2024-04-09 09:52:00,2024-04-09 14:15:00,40,50,-16.04,20.900000000000006,4.8600000000000065
trade_1209,2024-04-09 09:20:00,2024-04-09 15:25:00,40.1,127.5,2024-04-09 09:52:00,2024-04-09 14:15:00,40,30,-16.04,35.55000000000001,19.510000000000012
trade_1210,2024-04-09 09:20:00,2024-04-09 15:25:00,40.1,127.5,2024-04-09 09:52:00,2024-04-09 14:15:00,40,40,-16.04,41.19999999999999,25.15999999999999
trade_1211,2024-04-09 09:20:00,2024-04-09 15:25:00,40.1,127.5,2024-04-09 09:52:00,2024-04-09 14:15:00,40,50,-16.04,20.900000000000006,4.8600000000000065
trade_1212,2024-04-09 09:40:00,2024-04-09 15:25:00,40.1,118.6,2024-04-09 09:45:00,2024-04-09 12:39:00,20,30,-8.020000000000003,32.55000000000001,24.53000000000001
trade_1213,2024-04-09 09:40:00,2024-04-09 15:25:00,40.1,118.6,2024-04-09 09:45:00,2024-04-09 12:39:00,20,40,-8.020000000000003,44.45000000000002,36.430000000000014
trade_1214,2024-04-09 09:40:00,2024-04-09 15:25:00,40.1,118.6,2024-04-09 09:45:00,2024-04-09 12:39:00,20,50,-8.020000000000003,50.099999999999994,42.07999999999999
trade_1215,2024-04-09 09:40:00,2024-04-09 15:25:00,40.1,118.6,2024-04-09 09:52:00,2024-04-09 14:13:00,40,30,-16.04,32.55000000000001,16.510000000000012
trade_1216,2024-04-09 09:40:00,2024-04-09 15:25:00,40.1,118.6,2024-04-09 09:52:00,2024-04-09 14:13:00,40,40,-16.04,44.45000000000002,28.410000000000018
trade_1217,2024-04-09 09:40:00,2024-04-09 15:25:00,40.1,118.6,2024-04-09 09:52:00,2024-04-09 14:13:00,40,50,-16.04,50.099999999999994,34.059999999999995
trade_1218,2024-04-09 09:40:00,2024-04-09 15:25:00,40.1,118.6,2024-04-09 09:52:00,2024-04-09 14:13:00,40,30,-16.04,32.55000000000001,16.510000000000012
trade_1219,2024-04-09 09:40:00,2024-04-09 15:25:00,40.1,118.6,2024-04-09 09:52:00,2024-04-09 14:13:00,40,40,-16.04,44.45000000000002,28.410000000000018
trade_1220,2024-04-09 09:40:00,2024-04-09 15:25:00,40.1,118.6,2024-04-09 09:52:00,2024-04-09 14:13:00,40,50,-16.04,50.099999999999994,34.059999999999995
trade_1221,2024-04-10 09:20:00,2024-04-10 15:25:00,13.95,134.7,2024-04-10 09:24:00,,20,30,-2.789999999999999,-88.6,-91.38999999999999
trade_1222,2024-04-10 09:20:00,2024-04-10 15:25:00,13.95,134.7,2024-04-10 09:24:00,,20,40,-2.789999999999999,-88.6,-91.38999999999999
trade_1223,2024-04-10 09:20:00,2024-04-10 15:25:00,13.95,134.7,2024-04-10 09:24:00,,20,50,-2.789999999999999,-88.6,-91.38999999999999
trade_1224,2024-04-10 09:20:00,2024-04-10 15:25:00,13.95,134.7,2024-04-10 09:25:00,,40,30,-5.580000000000002,-88.6,-94.17999999999999
trade_1225,2024-04-10 09:20:00,2024-04-10 15:25:00,13.95,134.7,2024-04-10 09:25:00,,40,40,-5.580000000000002,-88.6,-94.17999999999999
trade_1226,2024-04-10 09:20:00,2024-04-10 15:25:00,13.95,134.7,2024-04-10 09:25:00,,40,50,-5.580000000000002,-88.6,-94.17999999999999
trade_1227,2024-04-10 09:20:00,2024-04-10 15:25:00,13.95,134.7,2024-04-10 09:25:00,,40,30,-5.580000000000002,-88.6,-94.17999999999999
trade_1228,2024-04-10 09:20:00,2024-04-10 15:25:00,13.95,134.7,2024-04-10 09:25:00,,40,40,-5.580000000000002,-88.6,-94.17999999999999
trade_1229,2024-04-10 09:20:00,2024-04-10 15:25:00,13.95,134.7,2024-04-10 09:25:00,,40,50,-5.580000000000002,-88.6,-94.17999999999999
trade_1230,2024-04-10 09:40:00,2024-04-10 15:25:00,17.55,105.7,,2024-04-10 09:53:00,20,30,-17.5,-21.14,-38.64
trade_1231,2024-04-10 09:40:00,2024-04-10 15:25:00,17.55,105.7,,2024-04-10 09:53:00,20,40,-17.5,-21.14,-38.64
trade_1232,2024-04-10 09:40:00,2024-04-10 15:25:00,17.55,105.7,,2024-04-10 09:53:00,20,50,-17.5,-21.14,-38.64
trade_1233,2024-04-10 09:40:00,2024-04-10 15:25:00,17.55,105.7,,,40,30,-17.5,-59.6,-77.1
trade_1234,2024-04-10 09:40:00,2024-04-10 15:25:00,17.55,105.7,,,40,40,-17.5,-59.6,-77.1
trade_1235,2024-04-10 09:40:00,2024-04-10 15:25:00,17.55,105.7,,,40,50,-17.5,-59.6,-77.1
trade_1236,2024-04-10 09:40:00,2024-04-10 15:25:00,17.55,105.7,,,40,30,-17.5,-59.6,-77.1
trade_1237,2024-04-10 09:40:00,2024-04-10 15:25:00,17.55,105.7,,,40,40,-17.5,-59.6,-77.1
trade_1238,2024-04-10 09:40:00,2024-04-10 15:25:00,17.55,105.7,,,40,50,-17.5,-59.6,-77.1
trade_1239,2024-04-12 09:20:00,2024-04-12 15:25:00,130.1,123.9,,2024-04-12 09:47:00,20,30,-68.0,-24.78,-92.78
trade_1240,2024-04-12 09:20:00,2024-04-12 15:25:00,130.1,123.9,,2024-04-12 09:47:00,20,40,-68.0,-24.78,-92.78
trade_1241,2024-04-12 09:20:00,2024-04-12 15:25:00,130.1,123.9,,2024-04-12 09:47:00,20,50,-68.0,-24.78,-92.78
trade_1242,2024-04-12 09:20:00,2024-04-12 15:25:00,130.1,123.9,,2024-04-12 12:37:00,40,30,-68.0,-49.56,-117.56
trade_1243,2024-04-12 09:20:00,2024-04-12 15:25:00,130.1,123.9,,2024-04-12 12:37:00,40,40,-68.0,-49.56,-117.56
trade_1244,2024-04-12 09:20:00,2024-04-12 15:25:00,130.1,123.9,,2024-04-12 12:37:00,40,50,-68.0,-49.56,-117.56
trade_1245,2024-04-12 09:20:00,2024-04-12 15:25:00,130.1,123.9,,2024-04-12 12:37:00,40,30,-68.0,-49.56,-117.56
trade_1246,2024-04-12 09:20:00,2024-04-12 15:25:00,130.1,123.9,,2024-04-12 12:37:00,40,40,-68.0,-49.56,-117.56
trade_1247,2024-04-12 09:20:00,2024-04-12 15:25:00,130.1,123.9,,2024-04-12 12:37:00,40,50,-68.0,-49.56,-117.56
trade_1248,2024-04-12 09:40:00,2024-04-12 15:25:00,81.55,171.9,,2024-04-12 09:44:00,20,30,-47.55,-34.379999999999995,-81.92999999999999
trade_1249,2024-04-12 09:40:00,2024-04-12 15:25:00,81.55,171.9,,2024-04-12 09:44:00,20,40,-47.55,-34.379999999999995,-81.92999999999999
trade_1250,2024-04-12 09:40:00,2024-04-12 15:25:00,81.55,171.9,,2024-04-12 09:44:00,20,50,-47.55,-34.379999999999995,-81.92999999999999
trade_1251,2024-04-12 09:40:00,2024-04-12 15:25:00,81.55,171.9,,2024-04-12 12:37:00,40,30,-47.55,-68.76000000000002,-116.31000000000002
trade_1252,2024-04-12 09:40:00,2024-04-12 15:25:00,81.55,171.9,,2024-04-12 12:37:00,40,40,-47.55,-68.76000000000002,-116.31000000000002
trade_1253,2024-04-12 09:40:00,2024-04-12 15:25:00,81.55,171.9,,2024-04-12 12:37:00,40,50,-47.55,-68.76000000000002,-116.31000000000002
trade_1254,2024-04-12 09:40:00,2024-04-12 15:25:00,81.55,171.9,,2024-04-12 12:37:00,40,30,-47.55,-68.76000000000002,-116.31000000000002
trade_1255,2024-04-12 09:40:00,2024-04-12 15:25:00,81.55,171.9,,2024-04-12 12:37:00,40,40,-47.55,-68.76000000000002,-116.31000000000002
trade_1256,2024-04-12 09:40:00,2024-04-12 15:25:00,81.55,171.9,,2024-04-12 12:37:00,40,50,-47.55,-68.76000000000002,-116.31000000000002
trade_1257,2024-04-15 09:20:00,2024-04-15 15:25:00,122.0,131.65,2024-04-15 10:20:00,2024-04-15 09:36:00,20,30,31.0,-26.330000000000013,4.6699999999999875
trade_1258,2024-04-15 09:20:00,2024-04-15 15:25:00,122.0,131.65,2024-04-15 10:20:00,2024-04-15 09:36:00,20,40,-54.75,-26.330000000000013,-81.08000000000001
trade_1259,2024-04-15 09:20:00,2024-04-15 15:25:00,122.0,131.65,2024-04-15 10:20:00,2024-04-15 09:36:00,20,50,-54.75,-26.330000000000013,-81.08000000000001
trade_1260,2024-04-15 09:20:00,2024-04-15 15:25:00,122.0,131.65,,,40,30,-54.75,12.449999999999989,-42.30000000000001
trade_1261,2024-04-15 09:20:00,2024-04-15 15:25:00,122.0,131.65,,,40,40,-54.75,12.449999999999989,-42.30000000000001
trade_1262,2024-04-15 09:20:00,2024-04-15 15:25:00,122.0,131.65,,,40,50,-54.75,12.449999999999989,-42.30000000000001
trade_1263,2024-04-15 09:20:00,2024-04-15 15:25:00,122.0,131.65,,,40,30,-54.75,12.449999999999989,-42.30000000000001
trade_1264,2024-04-15 09:20:00,2024-04-15 15:25:00,122.0,131.65,,,40,40,-54.75,12.449999999999989,-42.30000000000001
trade_1265,2024-04-15 09:20:00,2024-04-15 15:25:00,122.0,131.65,,,40,50,-54.75,12.449999999999989,-42.30000000000001
trade_1266,2024-04-15 09:40:00,2024-04-15 15:25:00,92.9,161.4,2024-04-15 09:57:00,,20,30,-18.58,-17.30000000000001,-35.88000000000001
trade_1267,2024-04-15 09:40:00,2024-04-15 15:25:00,92.9,161.4,2024-04-15 09:57:00,,20,40,-18.58,-17.30000000000001,-35.88000000000001
trade_1268,2024-04-15 09:40:00,2024-04-15 15:25:00,92.9,161.4,2024-04-15 09:57:00,,20,50,-18.58,-17.30000000000001,-35.88000000000001
trade_1269,2024-04-15 09:40:00,2024-04-15 15:25:00,92.9,161.4,2024-04-15 10:01:00,,40,30,-37.16,-17.30000000000001,-54.46000000000001
trade_1270,2024-04-15 09:40:00,2024-04-15 15:25:00,92.9,161.4,2024-04-15 10:01:00,,40,40,-37.16,-17.30000000000001,-54.46000000000001
trade_1271,2024-04-15 09:40:00,2024-04-15 15:25:00,92.9,161.4,2024-04-15 10:01:00,,40,50,-37.16,-17.30000000000001,-54.46000000000001
trade_1272,2024-04-15 09:40:00,2024-04-15 15:25:00,92.9,161.4,2024-04-15 10:01:00,,40,30,-37.16,-17.30000000000001,-54.46000000000001
trade_1273,2024-04-15 09:40:00,2024-04-15 15:25:00,92.9,161.4,2024-04-15 10:01:00,,40,40,-37.16,-17.30000000000001,-54.46000000000001
trade_1274,2024-04-15 09:40:00,2024-04-15 15:25:00,92.9,161.4,2024-04-15 10:01:00,,40,50,-37.16,-17.30000000000001,-54.46000000000001
trade_1275,2024-04-16 09:20:00,2024-04-16 15:25:00,77.15,112.95,2024-04-16 09:23:00,2024-04-16 13:11:00,20,30,-15.430000000000007,34.64999999999999,19.219999999999985
trade_1276,2024-04-16 09:20:00,2024-04-16 15:25:00,77.15,112.95,2024-04-16 09:23:00,2024-04-16 13:11:00,20,40,-15.430000000000007,45.8,30.36999999999999
trade_1277,2024-04-16 09:20:00,2024-04-16 15:25:00,77.15,112.95,2024-04-16 09:23:00,2024-04-16 13:11:00,20,50,-15.430000000000007,-26.549999999999997,-41.980000000000004
trade_1278,2024-04-16 09:20:00,2024-04-16 15:25:00,77.15,112.95,,2024-04-16 13:17:00,40,30,-12.300000000000011,-45.17999999999999,-57.480000000000004
