,entry_time,exit_time,ce_price,pe_price,ce_hit_time,pe_hit_time,sl,utsl,ce_pnl,pe_pnl,total_pnl
trade_2192,2024-07-01 09:40:00,2024-07-01 15:25:00,125.1,152.25,,,40,50,27.650000000000006,-49.099999999999994,-21.44999999999999
trade_2193,2024-07-02 09:20:00,2024-07-02 15:25:00,111.0,120.85,,2024-07-02 09:30:00,20,30,-34.5,-24.169999999999987,-58.66999999999999
trade_2194,2024-07-02 09:20:00,2024-07-02 15:25:00,111.0,120.85,,2024-07-02 09:30:00,20,40,-34.5,-24.169999999999987,-58.66999999999999
trade_2195,2024-07-02 09:20:00,2024-07-02 15:25:00,111.0,120.85,,2024-07-02 09:30:00,20,50,-34.5,-24.169999999999987,-58.66999999999999
trade_2196,2024-07-02 09:20:00,2024-07-02 15:25:00,111.0,120.85,,2024-07-02 09:44:00,40,30,-34.5,-48.34,-82.84
trade_2197,2024-07-02 09:20:00,2024-07-02 15:25:00,111.0,120.85,,2024-07-02 09:44:00,40,40,-34.5,-48.34,-82.84
trade_2198,2024-07-02 09:20:00,2024-07-02 15:25:00,111.0,120.85,,2024-07-02 09:44:00,40,50,-34.5,-48.34,-82.84
trade_2199,2024-07-02 09:20:00,2024-07-02 15:25:00,111.0,120.85,,2024-07-02 09:44:00,40,30,-34.5,-48.34,-82.84
trade_2200,2024-07-02 09:20:00,2024-07-02 15:25:00,111.0,120.85,,2024-07-02 09:44:00,40,40,-34.5,-48.34,-82.84
trade_2201,2024-07-02 09:20:00,2024-07-02 15:25:00,111.0,120.85,,2024-07-02 09:44:00,40,50,-34.5,-48.34,-82.84
trade_2202,2024-07-02 09:40:00,2024-07-02 15:25:00,89.6,159.5,2024-07-02 11:06:00,2024-07-02 12:59:00,20,30,-17.92,-30.349999999999994,-48.269999999999996
trade_2203,2024-07-02 09:40:00,2024-07-02 15:25:00,89.6,159.5,2024-07-02 11:06:00,2024-07-02 12:59:00,20,40,-17.92,-30.349999999999994,-48.269999999999996
trade_2204,2024-07-02 09:40:00,2024-07-02 15:25:00,89.6,159.5,2024-07-02 11:06:00,2024-07-02 12:59:00,20,50,-17.92,-30.349999999999994,-48.269999999999996
trade_2205,2024-07-02 09:40:00,2024-07-02 15:25:00,89.6,159.5,,,40,30,-13.099999999999994,-30.349999999999994,-43.44999999999999
trade_2206,2024-07-02 09:40:00,2024-07-02 15:25:00,89.6,159.5,,,40,40,-13.099999999999994,-30.349999999999994,-43.44999999999999
trade_2207,2024-07-02 09:40:00,2024-07-02 15:25:00,89.6,159.5,,,40,50,-13.099999999999994,-30.349999999999994,-43.44999999999999
trade_2208,2024-07-02 09:40:00,2024-07-02 15:25:00,89.6,159.5,,,40,30,-13.099999999999994,-30.349999999999994,-43.44999999999999
trade_2209,2024-07-02 09:40:00,2024-07-02 15:25:00,89.6,159.5,,,40,40,-13.099999999999994,-30.349999999999994,-43.44999999999999
trade_2210,2024-07-02 09:40:00,2024-07-02 15:25:00,89.6,159.5,,,40,50,-13.099999999999994,-30.349999999999994,-43.44999999999999
trade_2211,2024-07-03 09:20:00,2024-07-03 15:25:00,59.05,125.2,2024-07-03 09:22:00,,20,30,-11.810000000000002,-46.10000000000001,-57.91000000000001
trade_2212,2024-07-03 09:20:00,2024-07-03 15:25:00,59.05,125.2,2024-07-03 09:22:00,,20,40,-11.810000000000002,-46.10000000000001,-57.91000000000001
trade_2213,2024-07-03 09:20:00,2024-07-03 15:25:00,59.05,125.2,2024-07-03 09:22:00,,20,50,-11.810000000000002,-46.10000000000001,-57.91000000000001
trade_2214,2024-07-03 09:20:00,2024-07-03 15:25:00,59.05,125.2,2024-07-03 09:44:00,,40,30,-23.620000000000005,-46.10000000000001,-69.72000000000001
trade_2215,2024-07-03 09:20:00,2024-07-03 15:25:00,59.05,125.2,2024-07-03 09:44:00,,40,40,-23.620000000000005,-46.10000000000001,-69.72000000000001
trade_2216,2024-07-03 09:20:00,2024-07-03 15:25:00,59.05,125.2,2024-07-03 09:44:00,,40,50,-23.620000000000005,-46.10000000000001,-69.72000000000001
trade_2217,2024-07-03 09:20:00,2024-07-03 15:25:00,59.05,125.2,2024-07-03 09:44:00,,40,30,-23.620000000000005,-46.10000000000001,-69.72000000000001
trade_2218,2024-07-03 09:20:00,2024-07-03 15:25:00,59.05,125.2,2024-07-03 09:44:00,,40,40,-23.620000000000005,-46.10000000000001,-69.72000000000001
trade_2219,2024-07-03 09:20:00,2024-07-03 15:25:00,59.05,125.2,2024-07-03 09:44:00,,40,50,-23.620000000000005,-46.10000000000001,-69.72000000000001
trade_2220,2024-07-03 09:40:00,2024-07-03 15:25:00,71.05,113.55,2024-07-03 09:44:00,,20,30,-14.209999999999994,-34.45,-48.66
trade_2221,2024-07-03 09:40:00,2024-07-03 15:25:00,71.05,113.55,2024-07-03 09:44:00,,20,40,-14.209999999999994,-34.45,-48.66
trade_2222,2024-07-03 09:40:00,2024-07-03 15:25:00,71.05,113.55,2024-07-03 09:44:00,,20,50,-14.209999999999994,-34.45,-48.66
trade_2223,2024-07-03 09:40:00,2024-07-03 15:25:00,71.05,113.55,2024-07-03 09:49:00,,40,30,-28.42,-34.45,-62.870000000000005
trade_2224,2024-07-03 09:40:00,2024-07-03 15:25:00,71.05,113.55,2024-07-03 09:49:00,,40,40,-28.42,-34.45,-62.870000000000005
trade_2225,2024-07-03 09:40:00,2024-07-03 15:25:00,71.05,113.55,2024-07-03 09:49:00,,40,50,-28.42,-34.45,-62.870000000000005
trade_2226,2024-07-03 09:40:00,2024-07-03 15:25:00,71.05,113.55,2024-07-03 09:49:00,,40,30,-28.42,-34.45,-62.870000000000005
trade_2227,2024-07-03 09:40:00,2024-07-03 15:25:00,71.05,113.55,2024-07-03 09:49:00,,40,40,-28.42,-34.45,-62.870000000000005
trade_2228,2024-07-03 09:40:00,2024-07-03 15:25:00,71.05,113.55,2024-07-03 09:49:00,,40,50,-28.42,-34.45,-62.870000000000005
trade_2229,2024-07-04 09:20:00,2024-07-04 15:25:00,32.6,97.65,2024-07-04 09:23:00,,20,30,-6.520000000000003,0.09999999999999432,-6.420000000000009
trade_2230,2024-07-04 09:20:00,2024-07-04 15:25:00,32.6,97.65,2024-07-04 09:23:00,,20,40,-6.520000000000003,0.09999999999999432,-6.420000000000009
trade_2231,2024-07-04 09:20:00,2024-07-04 15:25:00,32.6,97.65,2024-07-04 09:23:00,,20,50,-6.520000000000003,0.09999999999999432,-6.420000000000009
trade_2232,2024-07-04 09:20:00,2024-07-04 15:25:00,32.6,97.65,2024-07-04 09:44:00,,40,30,-13.04,0.09999999999999432,-12.940000000000005
trade_2233,2024-07-04 09:20:00,2024-07-04 15:25:00,32.6,97.65,2024-07-04 09:44:00,,40,40,-13.04,0.09999999999999432,-12.940000000000005
trade_2234,2024-07-04 09:20:00,2024-07-04 15:25:00,32.6,97.65,2024-07-04 09:44:00,,40,50,-13.04,0.09999999999999432,-12.940000000000005
trade_2235,2024-07-04 09:20:00,2024-07-04 15:25:00,32.6,97.65,2024-07-04 09:44:00,,40,30,-13.04,0.09999999999999432,-12.940000000000005
trade_2236,2024-07-04 09:20:00,2024-07-04 15:25:00,32.6,97.65,2024-07-04 09:44:00,,40,40,-13.04,0.09999999999999432,-12.940000000000005
trade_2237,2024-07-04 09:20:00,2024-07-04 15:25:00,32.6,97.65,2024-07-04 09:44:00,,40,50,-13.04,0.09999999999999432,-12.940000000000005
trade_2238,2024-07-04 09:40:00,2024-07-04 15:25:00,29.55,71.85,2024-07-04 09:43:00,2024-07-04 10:26:00,20,30,-5.91,13.950000000000003,8.040000000000003
trade_2239,2024-07-04 09:40:00,2024-07-04 15:25:00,29.55,71.85,2024-07-04 09:43:00,2024-07-04 10:26:00,20,40,-5.91,25.5,19.59
trade_2240,2024-07-04 09:40:00,2024-07-04 15:25:00,29.55,71.85,2024-07-04 09:43:00,2024-07-04 10:26:00,20,50,-5.91,39.0,33.09
trade_2241,2024-07-04 09:40:00,2024-07-04 15:25:00,29.55,71.85,2024-07-04 09:44:00,2024-07-04 10:34:00,40,30,-11.820000000000004,13.950000000000003,2.129999999999999
trade_2242,2024-07-04 09:40:00,2024-07-04 15:25:00,29.55,71.85,2024-07-04 09:44:00,2024-07-04 10:34:00,40,40,-11.820000000000004,25.5,13.679999999999996
trade_2243,2024-07-04 09:40:00,2024-07-04 15:25:00,29.55,71.85,2024-07-04 09:44:00,2024-07-04 10:34:00,40,50,-11.820000000000004,39.0,27.179999999999996
trade_2244,2024-07-04 09:40:00,2024-07-04 15:25:00,29.55,71.85,2024-07-04 09:44:00,2024-07-04 10:34:00,40,30,-11.820000000000004,13.950000000000003,2.129999999999999
trade_2245,2024-07-04 09:40:00,2024-07-04 15:25:00,29.55,71.85,2024-07-04 09:44:00,2024-07-04 10:34:00,40,40,-11.820000000000004,25.5,13.679999999999996
trade_2246,2024-07-04 09:40:00,2024-07-04 15:25:00,29.55,71.85,2024-07-04 09:44:00,2024-07-04 10:34:00,40,50,-11.820000000000004,39.0,27.179999999999996
trade_2247,2024-07-05 09:20:00,2024-07-05 15:25:00,93.75,186.65,2024-07-05 10:26:00,,20,30,-18.75,-83.85000000000001,-102.60000000000001
trade_2248,2024-07-05 09:20:00,2024-07-05 15:25:00,93.75,186.65,2024-07-05 10:26:00,,20,40,-18.75,-83.85000000000001,-102.60000000000001
trade_2249,2024-07-05 09:20:00,2024-07-05 15:25:00,93.75,186.65,2024-07-05 10:26:00,,20,50,-18.75,-83.85000000000001,-102.60000000000001
trade_2250,2024-07-05 09:20:00,2024-07-05 15:25:00,93.75,186.65,2024-07-05 11:36:00,,40,30,-37.5,-83.85000000000001,-121.35000000000001
trade_2251,2024-07-05 09:20:00,2024-07-05 15:25:00,93.75,186.65,2024-07-05 11:36:00,,40,40,-37.5,-83.85000000000001,-121.35000000000001
trade_2252,2024-07-05 09:20:00,2024-07-05 15:25:00,93.75,186.65,2024-07-05 11:36:00,,40,50,-37.5,-83.85000000000001,-121.35000000000001
trade_2253,2024-07-05 09:20:00,2024-07-05 15:25:00,93.75,186.65,2024-07-05 11:36:00,,40,30,-37.5,-83.85000000000001,-121.35000000000001
trade_2254,2024-07-05 09:20:00,2024-07-05 15:25:00,93.75,186.65,2024-07-05 11:36:00,,40,40,-37.5,-83.85000000000001,-121.35000000000001
trade_2255,2024-07-05 09:20:00,2024-07-05 15:25:00,93.75,186.65,2024-07-05 11:36:00,,40,50,-37.5,-83.85000000000001,-121.35000000000001
trade_2256,2024-07-05 09:40:00,2024-07-05 15:25:00,96.9,178.15,2024-07-05 10:29:00,,20,30,-19.379999999999995,-75.35000000000001,-94.73
trade_2257,2024-07-05 09:40:00,2024-07-05 15:25:00,96.9,178.15,2024-07-05 10:29:00,,20,40,-19.379999999999995,-75.35000000000001,-94.73
trade_2258,2024-07-05 09:40:00,2024-07-05 15:25:00,96.9,178.15,2024-07-05 10:29:00,,20,50,-19.379999999999995,-75.35000000000001,-94.73
trade_2259,2024-07-05 09:40:00,2024-07-05 15:25:00,96.9,178.15,2024-07-05 11:36:00,,40,30,-38.75999999999999,-75.35000000000001,-114.11
trade_2260,2024-07-05 09:40:00,2024-07-05 15:25:00,96.9,178.15,2024-07-05 11:36:00,,40,40,-38.75999999999999,-75.35000000000001,-114.11
trade_2261,2024-07-05 09:40:00,2024-07-05 15:25:00,96.9,178.15,2024-07-05 11:36:00,,40,50,-38.75999999999999,-75.35000000000001,-114.11
trade_2262,2024-07-05 09:40:00,2024-07-05 15:25:00,96.9,178.15,2024-07-05 11:36:00,,40,30,-38.75999999999999,-75.35000000000001,-114.11
trade_2263,2024-07-05 09:40:00,2024-07-05 15:25:00,96.9,178.15,2024-07-05 11:36:00,,40,40,-38.75999999999999,-75.35000000000001,-114.11
trade_2264,2024-07-05 09:40:00,2024-07-05 15:25:00,96.9,178.15,2024-07-05 11:36:00,,40,50,-38.75999999999999,-75.35000000000001,-114.11
trade_2265,2024-07-08 09:20:00,2024-07-08 15:25:00,77.5,157.45,,2024-07-08 09:41:00,20,30,-2.549999999999997,-31.49000000000001,-34.040000000000006
trade_2266,2024-07-08 09:20:00,2024-07-08 15:25:00,77.5,157.45,,2024-07-08 09:41:00,20,40,-2.549999999999997,-31.49000000000001,-34.040000000000006
trade_2267,2024-07-08 09:20:00,2024-07-08 15:25:00,77.5,157.45,,2024-07-08 09:41:00,20,50,-2.549999999999997,-31.49000000000001,-34.040000000000006
trade_2268,2024-07-08 09:20:00,2024-07-08 15:25:00,77.5,157.45,,,40,30,-2.549999999999997,-22.349999999999994,-24.89999999999999
trade_2269,2024-07-08 09:20:00,2024-07-08 15:25:00,77.5,157.45,,,40,40,-2.549999999999997,-22.349999999999994,-24.89999999999999
trade_2270,2024-07-08 09:20:00,2024-07-08 15:25:00,77.5,157.45,,,40,50,-2.549999999999997,-22.349999999999994,-24.89999999999999
trade_2271,2024-07-08 09:20:00,2024-07-08 15:25:00,77.5,157.45,,,40,30,-2.549999999999997,-22.349999999999994,-24.89999999999999
trade_2272,2024-07-08 09:20:00,2024-07-08 15:25:00,77.5,157.45,,,40,40,-2.549999999999997,-22.349999999999994,-24.89999999999999
trade_2273,2024-07-08 09:20:00,2024-07-08 15:25:00,77.5,157.45,,,40,50,-2.549999999999997,-22.349999999999994,-24.89999999999999
trade_2274,2024-07-08 09:40:00,2024-07-08 15:25:00,112.7,110.25,2024-07-08 15:01:00,2024-07-08 09:46:00,20,30,13.799999999999997,-22.05000000000001,-8.250000000000014
trade_2275,2024-07-08 09:40:00,2024-07-08 15:25:00,112.7,110.25,2024-07-08 15:01:00,2024-07-08 09:46:00,20,40,13.799999999999997,-22.05000000000001,-8.250000000000014
trade_2276,2024-07-08 09:40:00,2024-07-08 15:25:00,112.7,110.25,2024-07-08 15:01:00,2024-07-08 09:46:00,20,50,13.799999999999997,-22.05000000000001,-8.250000000000014
trade_2277,2024-07-08 09:40:00,2024-07-08 15:25:00,112.7,110.25,,,40,30,13.799999999999997,-23.25,-9.450000000000003
trade_2278,2024-07-08 09:40:00,2024-07-08 15:25:00,112.7,110.25,,,40,40,13.799999999999997,-23.25,-9.450000000000003
trade_2279,2024-07-08 09:40:00,2024-07-08 15:25:00,112.7,110.25,,,40,50,13.799999999999997,-23.25,-9.450000000000003
trade_2280,2024-07-08 09:40:00,2024-07-08 15:25:00,112.7,110.25,,,40,30,13.799999999999997,-23.25,-9.450000000000003
trade_2281,2024-07-08 09:40:00,2024-07-08 15:25:00,112.7,110.25,,,40,40,13.799999999999997,-23.25,-9.450000000000003
trade_2282,2024-07-08 09:40:00,2024-07-08 15:25:00,112.7,110.25,,,40,50,13.799999999999997,-23.25,-9.450000000000003
trade_2283,2024-07-09 09:20:00,2024-07-09 15:25:00,79.3,113.8,2024-07-09 10:01:00,,20,30,-15.86,-49.05,-64.91
trade_2284,2024-07-09 09:20:00,2024-07-09 15:25:00,79.3,113.8,2024-07-09 10:01:00,,20,40,-15.86,-49.05,-64.91
trade_2285,2024-07-09 09:20:00,2024-07-09 15:25:00,79.3,113.8,2024-07-09 10:01:00,,20,50,-15.86,-49.05,-64.91
trade_2286,2024-07-09 09:20:00,2024-07-09 15:25:00,79.3,113.8,2024-07-09 13:09:00,,40,30,-31.72,-49.05,-80.77
trade_2287,2024-07-09 09:20:00,2024-07-09 15:25:00,79.3,113.8,2024-07-09 13:09:00,,40,40,-31.72,-49.05,-80.77
trade_2288,2024-07-09 09:20:00,2024-07-09 15:25:00,79.3,113.8,2024-07-09 13:09:00,,40,50,-31.72,-49.05,-80.77
trade_2289,2024-07-09 09:20:00,2024-07-09 15:25:00,79.3,113.8,2024-07-09 13:09:00,,40,30,-31.72,-49.05,-80.77
trade_2290,2024-07-09 09:20:00,2024-07-09 15:25:00,79.3,113.8,2024-07-09 13:09:00,,40,40,-31.72,-49.05,-80.77
trade_2291,2024-07-09 09:20:00,2024-07-09 15:25:00,79.3,113.8,2024-07-09 13:09:00,,40,50,-31.72,-49.05,-80.77
trade_2292,2024-07-09 09:40:00,2024-07-09 15:25:00,83.5,106.2,2024-07-09 13:03:00,,20,30,-16.700000000000003,-41.45,-58.150000000000006
trade_2293,2024-07-09 09:40:00,2024-07-09 15:25:00,83.5,106.2,2024-07-09 13:03:00,,20,40,-16.700000000000003,-41.45,-58.150000000000006
trade_2294,2024-07-09 09:40:00,2024-07-09 15:25:00,83.5,106.2,2024-07-09 13:03:00,,20,50,-16.700000000000003,-41.45,-58.150000000000006
trade_2295,2024-07-09 09:40:00,2024-07-09 15:25:00,83.5,106.2,2024-07-09 13:10:00,,40,30,-33.400000000000006,-41.45,-74.85000000000001
trade_2296,2024-07-09 09:40:00,2024-07-09 15:25:00,83.5,106.2,2024-07-09 13:10:00,,40,40,-33.400000000000006,-41.45,-74.85000000000001
trade_2297,2024-07-09 09:40:00,2024-07-09 15:25:00,83.5,106.2,2024-07-09 13:10:00,,40,50,-33.400000000000006,-41.45,-74.85000000000001
trade_2298,2024-07-09 09:40:00,2024-07-09 15:25:00,83.5,106.2,2024-07-09 13:10:00,,40,30,-33.400000000000006,-41.45,-74.85000000000001
trade_2299,2024-07-09 09:40:00,2024-07-09 15:25:00,83.5,106.2,2024-07-09 13:10:00,,40,40,-33.400000000000006,-41.45,-74.85000000000001
trade_2300,2024-07-09 09:40:00,2024-07-09 15:25:00,83.5,106.2,2024-07-09 13:10:00,,40,50,-33.400000000000006,-41.45,-74.85000000000001
trade_2301,2024-07-10 09:20:00,2024-07-10 15:25:00,42.7,130.8,,2024-07-10 09:46:00,20,30,-30.500000000000004,-26.159999999999997,-56.66
trade_2302,2024-07-10 09:20:00,2024-07-10 15:25:00,42.7,130.8,,2024-07-10 09:46:00,20,40,-30.500000000000004,-26.159999999999997,-56.66
trade_2303,2024-07-10 09:20:00,2024-07-10 15:25:00,42.7,130.8,,2024-07-10 09:46:00,20,50,-30.500000000000004,-26.159999999999997,-56.66
trade_2304,2024-07-10 09:20:00,2024-07-10 15:25:00,42.7,130.8,,2024-07-10 10:20:00,40,30,-30.500000000000004,-52.31999999999999,-82.82
trade_2305,2024-07-10 09:20:00,2024-07-10 15:25:00,42.7,130.8,,2024-07-10 10:20:00,40,40,-30.500000000000004,-52.31999999999999,-82.82
trade_2306,2024-07-10 09:20:00,2024-07-10 15:25:00,42.7,130.8,,2024-07-10 10:20:00,40,50,-30.500000000000004,-52.31999999999999,-82.82
trade_2307,2024-07-10 09:20:00,2024-07-10 15:25:00,42.7,130.8,,2024-07-10 10:20:00,40,30,-30.500000000000004,-52.31999999999999,-82.82
trade_2308,2024-07-10 09:20:00,2024-07-10 15:25:00,42.7,130.8,,2024-07-10 10:20:00,40,40,-30.500000000000004,-52.31999999999999,-82.82
trade_2309,2024-07-10 09:20:00,2024-07-10 15:25:00,42.7,130.8,,2024-07-10 10:20:00,40,50,-30.500000000000004,-52.31999999999999,-82.82
trade_2310,2024-07-10 09:40:00,2024-07-10 15:25:00,41.05,119.3,,2024-07-10 09:45:00,20,30,-28.849999999999998,-23.86,-52.709999999999994
trade_2311,2024-07-10 09:40:00,2024-07-10 15:25:00,41.05,119.3,,2024-07-10 09:45:00,20,40,-28.849999999999998,-23.86,-52.709999999999994
trade_2312,2024-07-10 09:40:00,2024-07-10 15:25:00,41.05,119.3,,2024-07-10 09:45:00,20,50,-28.849999999999998,-23.86,-52.709999999999994
trade_2313,2024-07-10 09:40:00,2024-07-10 15:25:00,41.05,119.3,,2024-07-10 10:10:00,40,30,-28.849999999999998,-47.719999999999985,-76.56999999999998
trade_2314,2024-07-10 09:40:00,2024-07-10 15:25:00,41.05,119.3,,2024-07-10 10:10:00,40,40,-28.849999999999998,-47.719999999999985,-76.56999999999998
trade_2315,2024-07-10 09:40:00,2024-07-10 15:25:00,41.05,119.3,,2024-07-10 10:10:00,40,50,-28.849999999999998,-47.719999999999985,-76.56999999999998
trade_2316,2024-07-10 09:40:00,2024-07-10 15:25:00,41.05,119.3,,2024-07-10 10:10:00,40,30,-28.849999999999998,-47.719999999999985,-76.56999999999998
trade_2317,2024-07-10 09:40:00,2024-07-10 15:25:00,41.05,119.3,,2024-07-10 10:10:00,40,40,-28.849999999999998,-47.719999999999985,-76.56999999999998
trade_2318,2024-07-10 09:40:00,2024-07-10 15:25:00,41.05,119.3,,2024-07-10 10:10:00,40,50,-28.849999999999998,-47.719999999999985,-76.56999999999998
trade_2319,2024-07-11 09:20:00,2024-07-11 15:25:00,29.8,83.15,,2024-07-11 09:32:00,20,30,-29.75,-16.629999999999995,-46.379999999999995
trade_2320,2024-07-11 09:20:00,2024-07-11 15:25:00,29.8,83.15,,2024-07-11 09:32:00,20,40,-29.75,-16.629999999999995,-46.379999999999995
trade_2321,2024-07-11 09:20:00,2024-07-11 15:25:00,29.8,83.15,,2024-07-11 09:32:00,20,50,-29.75,-16.629999999999995,-46.379999999999995
trade_2322,2024-07-11 09:20:00,2024-07-11 15:25:00,29.8,83.15,,2024-07-11 09:32:00,40,30,-29.75,-33.25999999999999,-63.00999999999999
trade_2323,2024-07-11 09:20:00,2024-07-11 15:25:00,29.8,83.15,,2024-07-11 09:32:00,40,40,-29.75,-33.25999999999999,-63.00999999999999
trade_2324,2024-07-11 09:20:00,2024-07-11 15:25:00,29.8,83.15,,2024-07-11 09:32:00,40,50,-29.75,-33.25999999999999,-63.00999999999999
trade_2325,2024-07-11 09:20:00,2024-07-11 15:25:00,29.8,83.15,,2024-07-11 09:32:00,40,30,-29.75,-33.25999999999999,-63.00999999999999
trade_2326,2024-07-11 09:20:00,2024-07-11 15:25:00,29.8,83.15,,2024-07-11 09:32:00,40,40,-29.75,-33.25999999999999,-63.00999999999999
trade_2327,2024-07-11 09:20:00,2024-07-11 15:25:00,29.8,83.15,,2024-07-11 09:32:00,40,50,-29.75,-33.25999999999999,-63.00999999999999
trade_2328,2024-07-11 09:40:00,2024-07-11 15:25:00,16.5,100.05,2024-07-11 09:41:00,2024-07-11 10:13:00,20,30,-3.3000000000000007,35.05,31.749999999999996
trade_2329,2024-07-11 09:40:00,2024-07-11 15:25:00,16.5,100.05,2024-07-11 09:41:00,2024-07-11 10:13:00,20,40,-3.3000000000000007,35.05,31.749999999999996
trade_2330,2024-07-11 09:40:00,2024-07-11 15:25:00,16.5,100.05,2024-07-11 09:41:00,2024-07-11 10:13:00,20,50,-3.3000000000000007,35.05,31.749999999999996
trade_2331,2024-07-11 09:40:00,2024-07-11 15:25:00,16.5,100.05,,2024-07-11 10:13:00,40,30,-16.45,-40.019999999999996,-56.47
trade_2332,2024-07-11 09:40:00,2024-07-11 15:25:00,16.5,100.05,,2024-07-11 10:13:00,40,40,-16.45,-40.019999999999996,-56.47
trade_2333,2024-07-11 09:40:00,2024-07-11 15:25:00,16.5,100.05,,2024-07-11 10:13:00,40,50,-16.45,-40.019999999999996,-56.47
trade_2334,2024-07-11 09:40:00,2024-07-11 15:25:00,16.5,100.05,,2024-07-11 10:13:00,40,30,-16.45,-40.019999999999996,-56.47
trade_2335,2024-07-11 09:40:00,2024-07-11 15:25:00,16.5,100.05,,2024-07-11 10:13:00,40,40,-16.45,-40.019999999999996,-56.47
trade_2336,2024-07-11 09:40:00,2024-07-11 15:25:00,16.5,100.05,,2024-07-11 10:13:00,40,50,-16.45,-40.019999999999996,-56.47
trade_2337,2024-07-12 09:20:00,2024-07-12 15:25:00,113.85,126.1,2024-07-12 09:25:00,,20,30,-22.77000000000001,-55.69999999999999,-78.47
trade_2338,2024-07-12 09:20:00,2024-07-12 15:25:00,113.85,126.1,2024-07-12 09:25:00,,20,40,-22.77000000000001,-55.69999999999999,-78.47
trade_2339,2024-07-12 09:20:00,2024-07-12 15:25:00,113.85,126.1,2024-07-12 09:25:00,,20,50,-22.77000000000001,-55.69999999999999,-78.47
trade_2340,2024-07-12 09:20:00,2024-07-12 15:25:00,113.85,126.1,2024-07-12 09:29:00,,40,30,-45.53999999999999,-55.69999999999999,-101.23999999999998
trade_2341,2024-07-12 09:20:00,2024-07-12 15:25:00,113.85,126.1,2024-07-12 09:29:00,,40,40,-45.53999999999999,-55.69999999999999,-101.23999999999998
trade_2342,2024-07-12 09:20:00,2024-07-12 15:25:00,113.85,126.1,2024-07-12 09:29:00,,40,50,-45.53999999999999,-55.69999999999999,-101.23999999999998
trade_2343,2024-07-12 09:20:00,2024-07-12 15:25:00,113.85,126.1,2024-07-12 09:29:00,,40,30,-45.53999999999999,-55.69999999999999,-101.23999999999998
trade_2344,2024-07-12 09:20:00,2024-07-12 15:25:00,113.85,126.1,2024-07-12 09:29:00,,40,40,-45.53999999999999,-55.69999999999999,-101.23999999999998
trade_2345,2024-07-12 09:20:00,2024-07-12 15:25:00,113.85,126.1,2024-07-12 09:29:00,,40,50,-45.53999999999999,-55.69999999999999,-101.23999999999998
trade_2346,2024-07-12 09:40:00,2024-07-12 15:25:00,95.8,147.1,2024-07-12 10:54:00,2024-07-12 09:56:00,20,30,21.450000000000003,-29.419999999999987,-7.969999999999985
trade_2347,2024-07-12 09:40:00,2024-07-12 15:25:00,95.8,147.1,2024-07-12 10:54:00,2024-07-12 09:56:00,20,40,39.000000000000014,-29.419999999999987,9.580000000000027
trade_2348,2024-07-12 09:40:00,2024-07-12 15:25:00,95.8,147.1,2024-07-12 10:54:00,2024-07-12 09:56:00,20,50,49.3,-29.419999999999987,19.88000000000001
trade_2349,2024-07-12 09:40:00,2024-07-12 15:25:00,95.8,147.1,2024-07-12 10:58:00,,40,30,-38.32000000000001,-38.599999999999994,-76.92
trade_2350,2024-07-12 09:40:00,2024-07-12 15:25:00,95.8,147.1,2024-07-12 10:58:00,,40,40,-38.32000000000001,-38.599999999999994,-76.92
trade_2351,2024-07-12 09:40:00,2024-07-12 15:25:00,95.8,147.1,2024-07-12 10:58:00,,40,50,-38.32000000000001,-38.599999999999994,-76.92
trade_2352,2024-07-12 09:40:00,2024-07-12 15:25:00,95.8,147.1,2024-07-12 10:58:00,,40,30,-38.32000000000001,-38.599999999999994,-76.92
trade_2353,2024-07-12 09:40:00,2024-07-12 15:25:00,95.8,147.1,2024-07-12 10:58:00,,40,40,-38.32000000000001,-38.599999999999994,-76.92
trade_2354,2024-07-12 09:40:00,2024-07-12 15:25:00,95.8,147.1,2024-07-12 10:58:00,,40,50,-38.32000000000001,-38.599999999999994,-76.92
trade_2355,2024-07-15 09:20:00,2024-07-15 15:25:00,93.65,134.0,2024-07-15 10:41:00,,20,30,-18.730000000000004,-40.0,-58.730000000000004
trade_2356,2024-07-15 09:20:00,2024-07-15 15:25:00,93.65,134.0,2024-07-15 10:41:00,,20,40,-18.730000000000004,-40.0,-58.730000000000004
trade_2357,2024-07-15 09:20:00,2024-07-15 15:25:00,93.65,134.0,2024-07-15 10:41:00,,20,50,-18.730000000000004,-40.0,-58.730000000000004
trade_2358,2024-07-15 09:20:00,2024-07-15 15:25:00,93.65,134.0,,,40,30,8.349999999999994,-40.0,-31.650000000000006
trade_2359,2024-07-15 09:20:00,2024-07-15 15:25:00,93.65,134.0,,,40,40,8.349999999999994,-40.0,-31.650000000000006
trade_2360,2024-07-15 09:20:00,2024-07-15 15:25:00,93.65,134.0,,,40,50,8.349999999999994,-40.0,-31.650000000000006
trade_2361,2024-07-15 09:20:00,2024-07-15 15:25:00,93.65,134.0,,,40,30,8.349999999999994,-40.0,-31.650000000000006
trade_2362,2024-07-15 09:20:00,2024-07-15 15:25:00,93.65,134.0,,,40,40,8.349999999999994,-40.0,-31.650000000000006
trade_2363,2024-07-15 09:20:00,2024-07-15 15:25:00,93.65,134.0,,,40,50,8.349999999999994,-40.0,-31.650000000000006
trade_2364,2024-07-15 09:40:00,2024-07-15 15:25:00,89.9,129.05,2024-07-15 10:41:00,,20,30,-17.980000000000004,-35.05000000000001,-53.030000000000015
